Current playmode: storyMode, Range of numbers: 10, Number type: core, Operation: plus, Task type: greater, Task: 2 + 1, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 0/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: same, Task: 489 ÷ 489, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 39/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: smaller, Task: 436 - 10, Correct answer: 426, Answered: 426, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 39/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 10 × 65, Correct answer: 650, Answered: 650, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 39/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: greater, Task: 225 × 4, Correct answer: 900, Answered: 900, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 39/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: smaller, Task: 336 - 84, Correct answer: 252, Answered: 252, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 40/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: smaller, Task: 267 + 387, Correct answer: 654, Answered: 654, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 40/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 9 × 103, Correct answer: 927, Answered: 927, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 40/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: smaller, Task: 98 + 454, Correct answer: 552, Answered: 552, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 40/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 267 - 198, Correct answer: 69, Answered: 69, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 40/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: smaller, Task: 766 - 160, Correct answer: 606, Answered: 606, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 40/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 760 - 102, Correct answer: 658, Answered: 658, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 41/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: smaller, Task: 270 + 567, Correct answer: 837, Answered: 837, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 41/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 363 - 196, Correct answer: 167, Answered: 167, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 41/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: same, Task: 102 + 102, Correct answer: 204, Answered: 204, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 41/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 260 ÷ 13, Correct answer: 20, Answered: 20, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 41/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: smaller, Task: 686 - 37, Correct answer: 649, Answered: 649, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 41/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 1 × 799, Correct answer: 799, Answered: 799, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 42/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 623 + 275, Correct answer: 898, Answered: 898, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 42/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 243 + 37, Correct answer: 280, Answered: 280, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 42/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 266 ÷ 14, Correct answer: 19, Answered: 19, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 42/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: same, Task: 15 × 15, Correct answer: 225, Answered: 225, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 42/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 281 - 109, Correct answer: 172, Answered: 172, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 42/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: same, Task: 5 × 5, Correct answer: 25, Answered: 25, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 43/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 594 ÷ 2, Correct answer: 297, Answered: 297, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 43/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: smaller, Task: 284 - 252, Correct answer: 32, Answered: 32, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 43/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 444 - 299, Correct answer: 145, Answered: 145, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 43/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: greater, Task: 204 × 4, Correct answer: 816, Answered: 816, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 43/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: same, Task: 179 - 179, Correct answer: 0, Answered: 0, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 43/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 10 × 28, Correct answer: 280, Answered: 280, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 44/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: greater, Task: 497 - 275, Correct answer: 222, Answered: 222, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 44/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: greater, Task: 99 × 4, Correct answer: 396, Answered: 396, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 44/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 931 + 20, Correct answer: 951, Answered: 951, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 44/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 3 × 301, Correct answer: 903, Answered: 903, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 44/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 623 + 228, Correct answer: 851, Answered: 851, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 44/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: same, Task: 377 ÷ 377, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 45/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 665 ÷ 1, Correct answer: 665, Answered: 665, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 45/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: same, Task: 110 - 110, Correct answer: 0, Answered: 0, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 45/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 744 ÷ 372, Correct answer: 2, Answered: 2, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 45/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 227 + 73, Correct answer: 300, Answered: 300, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 45/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: same, Task: 109 - 109, Correct answer: 0, Answered: 0, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 45/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 644 ÷ 1, Correct answer: 644, Answered: 644, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 46/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 786 ÷ 262, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 46/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 14 × 30, Correct answer: 420, Answered: 420, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 46/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 624 ÷ 156, Correct answer: 4, Answered: 4, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 46/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 441 ÷ 147, Correct answer: 3, Answered: 3, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 46/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: same, Task: 168 - 168, Correct answer: 0, Answered: 0, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 46/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 999 ÷ 111, Correct answer: 9, Answered: 9, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 47/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 1 × 222, Correct answer: 222, Answered: 222, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 47/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: same, Task: 4 × 4, Correct answer: 16, Answered: 16, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 47/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: greater, Task: 21 × 7, Correct answer: 147, Answered: 147, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 47/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 638 + 270, Correct answer: 908, Answered: 908, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 47/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: times, Task type: smaller, Task: 1 × 801, Correct answer: 801, Answered: 801, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 47/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 664 ÷ 83, Correct answer: 8, Answered: 8, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 48/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 233 + 171, Correct answer: 404, Answered: 404, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 48/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 410 ÷ 1, Correct answer: 410, Answered: 410, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 48/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: same, Task: 366 - 366, Correct answer: 0, Answered: 0, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 48/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 349 + 258, Correct answer: 607, Answered: 607, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 48/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: smaller, Task: 624 - 245, Correct answer: 379, Answered: 379, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 48/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: minus, Task type: smaller, Task: 531 - 21, Correct answer: 510, Answered: 510, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 49/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: same, Task: 939 ÷ 939, Correct answer: 1, Answered: 1, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 49/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: plus, Task type: greater, Task: 277 + 144, Correct answer: 421, Answered: 421, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 49/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 585 ÷ 5, Correct answer: 117, Answered: 117, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 49/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: smaller, Task: 182 ÷ 1, Correct answer: 182, Answered: 182, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 49/37,
Current playmode: storyMode, Range of numbers: 1000, Number type: mixed, Operation: divided, Task type: greater, Task: 966 ÷ 7, Correct answer: 138, Answered: 138, Correct: True, Time ultimatum: -1, Time needed: 0.00, Used Bomb: False, Story mode level: 49/37,
